"","rate","LCL_x1","Med_x1","UCL_x1","LCL_x2","Med_x2","UCL_x2","LCL_x3","Med_x3","UCL_x3"
"20",0.19,0.842602533072117,1,1.17088673502209,0.31704884940674,0.35295481668835,0.399558457991773,0.287865453226602,0.319414153457867,0.354722307858836
"21",0.2,0.842397424552491,1,1.13519002055754,0.304507909284014,0.347761020006763,0.399915005811738,0.282914009251975,0.313752171280857,0.346559656551835
"22",0.21,0.850244253445421,1,1.17568959330185,0.316379910622495,0.352785159386603,0.407740267262297,0.288071475359875,0.317082092403406,0.347840609528637
"23",0.22,0.834758702063754,1,1.15817316785238,0.314239596130739,0.357688676292479,0.404802418110208,0.281964425665228,0.316276613480746,0.349180560741624
"24",0.23,0.829011539757958,1,1.18614909318665,0.319758178704865,0.364609929603156,0.409421407078592,0.28837323084179,0.318363243206817,0.353418140610582
"25",0.24,0.856087889976607,1,1.16976844493852,0.324477209552139,0.365670350251051,0.423271437419423,0.286852483727124,0.31844078122468,0.348608454938987
"26",0.25,0.860771508447712,1,1.17425201162223,0.330671294384139,0.371833203848214,0.433276804074562,0.287370488176118,0.320976528011915,0.34941118272932
"27",0.26,0.8410996874823,1,1.15057010050347,0.32629140969664,0.36915775715228,0.424461815327542,0.288071314345712,0.314448783126671,0.345847877626276
"28",0.27,0.847945746887203,1,1.17210453531142,0.326151683073522,0.376268018983068,0.426590530927198,0.282375882994305,0.313577625604697,0.350993997522677
"29",0.28,0.832471405299844,1,1.16482696822028,0.330739860654793,0.376234825687234,0.424406280712148,0.279867052555625,0.309806371004154,0.34282842657659
"30",0.29,0.844155635280964,1,1.14373776227296,0.333833813241576,0.382246318196697,0.439461626950282,0.285608225849426,0.313394227526166,0.347137779778651
"31",0.3,0.854101884297027,1,1.17287338455532,0.337138931103167,0.378359543671824,0.447828497400383,0.283854227659645,0.312968449443123,0.344958550642035
"32",0.31,0.853568585827262,1,1.19044986107141,0.340708002143895,0.394067322787196,0.463377861886196,0.282259794248994,0.318197646602982,0.350178207802489
"33",0.32,0.822286191080857,1,1.15975007905135,0.333691972335754,0.398442281006894,0.467418790821778,0.282810810070808,0.312034916049328,0.343825518898537
"34",0.33,0.85098360759106,1,1.16013329097181,0.347521898458938,0.397760141265899,0.457368811392298,0.278348059190069,0.313395196121461,0.351860666806348
"35",0.34,0.853063379820803,1,1.16572287432081,0.357561141369741,0.402398962314718,0.465628978511983,0.278378600339613,0.311942626617199,0.345818375353962
"36",0.35,0.837759319211607,1,1.14127360488896,0.353736548736268,0.404625724966249,0.473839104620095,0.273957285081281,0.308048933469141,0.342047591652323
"37",0.36,0.847684514694459,1,1.17277360162771,0.355433959914681,0.410631683435985,0.477691863880373,0.27852313007126,0.311722824152704,0.343157099858139
"38",0.37,0.857895929816552,1,1.17752505250277,0.362082019824415,0.416746644627016,0.480118331312484,0.276499780890038,0.310561575246271,0.343552111633331
"39",0.38,0.856865317082438,1,1.16534024700959,0.373723197535232,0.428248309969859,0.50172772013619,0.278884439189429,0.311954438325311,0.346110232744944
"40",0.39,0.842839561041584,1,1.1686382830354,0.358631885205573,0.420458345784019,0.493491112515833,0.277296392671372,0.304543679559512,0.335157072800004
"41",0.4,0.862319306496999,1,1.16933487796251,0.373610488845853,0.431339822613405,0.505401437472111,0.273778006717359,0.305562147035491,0.338291368945854
"42",0.41,0.849429729825642,1,1.1551909601792,0.371057579274428,0.430748590872558,0.503954490837473,0.274060562131168,0.305367779691963,0.339401978619326
"43",0.42,0.847892501222987,1,1.15313775984241,0.378618093859384,0.445077760212646,0.523007848853132,0.267621523415153,0.304913893627789,0.340085106454257
"44",0.43,0.86844594781806,1,1.15752655673746,0.382155505550567,0.441597561422482,0.512377365909958,0.273963338994748,0.300398779834381,0.332271636035676
"45",0.44,0.854435372449578,1,1.16430722886598,0.389211730531557,0.454602466975799,0.532354221855923,0.271316575782839,0.301648652950815,0.338596769340331
"46",0.45,0.838592901035882,1,1.17061988076313,0.393005222683702,0.453173260298158,0.529840254307629,0.26981491646398,0.302742447867588,0.339103615767191
"47",0.46,0.863530751480794,1,1.17976199449584,0.40397215814231,0.469694057097852,0.543327099403938,0.275580765739082,0.303880116090177,0.338624134303158
"48",0.47,0.843682960345938,1,1.15838672235691,0.399599568641892,0.467058439204762,0.545569023769253,0.265540975771722,0.296621693391302,0.333279199136873
"49",0.48,0.863490118383966,1,1.1583160119287,0.412478071994313,0.471622984827933,0.556027092680295,0.263424600391687,0.299461388064063,0.32928096391418
"50",0.49,0.825532535266524,1,1.15558244899604,0.415595920174742,0.482233748415466,0.565482159640681,0.265972105377568,0.300567939138859,0.331600232012531
"51",0.5,0.854583802407062,1,1.14720225287123,0.407106969081873,0.483089588628849,0.560451268171618,0.26628907490332,0.29335982873621,0.329654303751871
"52",0.51,0.862058236142892,1,1.15080530176712,0.413738341824795,0.48047279253246,0.562151748498282,0.260739635009005,0.291311887026926,0.330627529440757
"53",0.52,0.848988466566064,1,1.15646345489368,0.417855867725363,0.49227674263922,0.581742747771013,0.263721904013507,0.291932014099208,0.330421031117343
"54",0.53,0.851113485668895,1,1.15952922399103,0.429171877399869,0.505252230894008,0.591040137493988,0.257320653473831,0.289044783786565,0.320641398522393
"55",0.54,0.827882549737306,1,1.17768102381868,0.431551867061644,0.514667192621776,0.607629330206621,0.256452186040121,0.290056150224209,0.325728832306598
"56",0.55,0.857151696447327,1,1.17108919571481,0.442874021752896,0.519179173833258,0.600049837052098,0.258154682755475,0.289477671652155,0.32506568238293
"57",0.56,0.857734541353864,1,1.16521731849872,0.446097158224765,0.522185209729445,0.609926540331612,0.26144628168438,0.289348635896206,0.322982575536313
"58",0.57,0.839946732938049,1,1.15496431152537,0.437168204586971,0.523839236887643,0.618314229534072,0.254259967617385,0.283217691876139,0.320869799332058
"59",0.58,0.867334500343771,1,1.16618237703465,0.45875550369949,0.537527597394428,0.625020894740446,0.255631128988568,0.282644206925541,0.315417092824157
"60",0.59,0.859699443185923,1,1.15960202965847,0.469546293505699,0.547176577380805,0.646035112135763,0.255519423693061,0.284526809930269,0.317835037367604
"61",0.6,0.845296792379473,1,1.16647684831134,0.48111242567209,0.557484708619711,0.649089057400814,0.252882190648058,0.282909358258916,0.319286907756293
"62",0.61,0.843803952920418,1,1.15684541205882,0.482738799973695,0.566087068069864,0.658380448471091,0.24845440549672,0.282550190820798,0.310940165361377
"63",0.62,0.868073022009814,1,1.16415348454452,0.487796153956159,0.570961501855613,0.67143480040844,0.24918739089415,0.28049949615436,0.316037046583168
"64",0.63,0.875445773808915,1,1.13954996439696,0.495580286569679,0.576901958723309,0.677410697222902,0.251013844754345,0.28124302249523,0.306928588428454
"65",0.64,0.869888813724578,1,1.18033529697904,0.508765371193139,0.592961501588776,0.686348392069696,0.246022958060692,0.277095668469612,0.314325026308596
"66",0.65,0.878823891091011,1,1.16946822464361,0.504833655034873,0.597742771267399,0.706742026011864,0.24462811447335,0.278775022476808,0.314966311019896
"67",0.66,0.872600672718108,1,1.14318100185957,0.509596364412378,0.603973485842912,0.696977408901793,0.24136023346081,0.273910620612434,0.308044131324829
"68",0.67,0.877329520844149,1,1.14268315966938,0.511841183669169,0.616143591175385,0.72104160386162,0.239592468935308,0.27319575670558,0.304431163393845
"69",0.68,0.85352945520027,1,1.17297543967241,0.525474347074909,0.614309768504509,0.718945168402361,0.239962069906617,0.26899474530063,0.301992054090228
"70",0.69,0.861703847896212,1,1.13777833049094,0.528501449433456,0.621506569742254,0.73205665173743,0.237971212414389,0.268377919883241,0.298916907134387
"71",0.7,0.856142444257709,1,1.17818734312662,0.542925511949592,0.647029672765179,0.737881030114055,0.235384974613477,0.269033450676552,0.296385731644661
"72",0.71,0.858683863719426,1,1.15136183261725,0.567243102390678,0.655036051170122,0.760670798884202,0.237577709572058,0.264130341802901,0.300059201727507
"73",0.72,0.865028752423527,1,1.1600869878602,0.567297805097687,0.659460269129591,0.759310029208792,0.234850942275903,0.264782418480284,0.299502668247836
"74",0.73,0.863731287404472,1,1.14189347164485,0.558982063206728,0.662083261753892,0.767961316672308,0.228089135151596,0.262486569663089,0.29615017827059
"75",0.74,0.853980152055228,1,1.1405209313502,0.583291123813358,0.676685089584319,0.797413823181604,0.229357378702245,0.259010577653091,0.295609697966523
"76",0.75,0.865648191131617,1,1.14625410783252,0.58754378815096,0.690748405163695,0.810834921830217,0.227315562491691,0.255380945829313,0.291860695369658
"77",0.76,0.852492194498929,1,1.13440961181722,0.591815655186929,0.688417717018186,0.802152000797416,0.227342776391965,0.25666194082369,0.289313120908618
"78",0.77,0.865192418933193,1,1.1673404012129,0.608931715866311,0.708926751530103,0.837574370000084,0.224104052454873,0.252854065706905,0.286095143256672
"79",0.78,0.842490757280306,1,1.15170128050873,0.603438730061817,0.708233275372602,0.824302751954137,0.221976957261697,0.250479148190109,0.278975326859159
"80",0.79,0.863829338416132,1,1.15202576220564,0.620856719204163,0.729051252056671,0.846707981344104,0.217054161172792,0.249163796861368,0.278695821842599
"81",0.8,0.856806318383834,1,1.14673083710665,0.633061292518369,0.738937931519907,0.862425374884824,0.214596896030766,0.243302730965981,0.274959450486905
"82",0.81,0.870212646431188,1,1.15851732727473,0.638981101676036,0.747188450826856,0.871404045598867,0.217839251099339,0.245446861976871,0.278873922942982
"83",0.82,0.860632465447175,1,1.13730088330201,0.657205700426244,0.757796212065262,0.882545640298071,0.213666482432011,0.243662024162393,0.275500314979456
"84",0.83,0.852156138147751,1,1.15288270699996,0.663454053878732,0.76988556662529,0.913282081184529,0.211239597438338,0.238125221714192,0.270553501789901
"85",0.84,0.858893746655495,1,1.13751507984849,0.67342098761256,0.78984207053672,0.936546414438256,0.209152818969738,0.237388252306383,0.272170444915743
"86",0.85,0.869228818649399,1,1.16966636621385,0.689355684563335,0.80195196416429,0.919523415310859,0.211396578732159,0.235839456464296,0.268055014304251
"87",0.86,0.874317615350149,1,1.15717500180598,0.693997487106946,0.808277052212459,0.939813663825551,0.207751525366684,0.234884728233215,0.269774068199476
"88",0.87,0.873148311193639,1,1.1720991087491,0.704757840052615,0.824891029465593,0.953088476409118,0.205228939699877,0.231842664877729,0.265204138828001
"89",0.88,0.866398024853604,1,1.13493490230342,0.719681677308286,0.82636759481729,0.954061450639483,0.200761116242766,0.225322222044784,0.263180852127251
"90",0.89,0.867496213628851,1,1.1342168844056,0.733255476616451,0.847399783986167,0.972904244234904,0.204049102599617,0.22801198661522,0.256440110461975
"91",0.9,0.868329855509525,1,1.16251618730706,0.748861356231176,0.857079581416512,0.995960009156816,0.197514005861982,0.226692575739915,0.257452525836099
"92",0.91,0.86379662323784,1,1.14355492874766,0.746511833759682,0.882652086366703,0.998423256770289,0.196287241988414,0.221184803165322,0.248817846871534
"93",0.92,0.862332418779512,1,1.15322583901939,0.755051093563988,0.886109577434716,1.02334305016829,0.198212362906277,0.219136874987222,0.248970183745128
"94",0.93,0.880105640918633,1,1.12844702918266,0.784080350785165,0.895273023720215,1.03637059799283,0.190497926400167,0.215792893861299,0.24615202040087
"95",0.94,0.877989537658398,1,1.13812910909967,0.802715645840531,0.911891698569847,1.05214353732373,0.192096501097203,0.215029341371254,0.240241211654688
"96",0.95,0.85334672795331,1,1.14112491301902,0.804049383336157,0.921130830222533,1.05652593749913,0.186510394926722,0.208843472079643,0.235828811712604
"97",0.96,0.860788066397925,1,1.13689457710942,0.827955052030544,0.939729993394064,1.07562176546865,0.18468499382883,0.208647146163946,0.236614973061613
"98",0.97,0.871402669932014,1,1.16203519823798,0.830120310111232,0.959659816245912,1.09721739270655,0.186603060638952,0.209180010935009,0.230925632378181
"99",0.98,0.867294338069682,1,1.13630023976015,0.830919580617899,0.970712163060716,1.09553408550822,0.18226930173451,0.202366140686441,0.229258607161724
"100",0.99,0.885336195687975,1,1.1518060600477,0.878789983685678,0.99492974689703,1.14311068292372,0.179926276325781,0.201857653889819,0.229734382840121
"101",1,0.862130790250736,1,1.12709533970215,0.882119290321995,1.00011220924199,1.13823037463557,0.177462820231591,0.19819668349932,0.222798806088947
